Date,Nationality,Pending further review,Pending initial decision (6 months or less),Pending initial decision (more than 6 months)
2011-09-30,Armenia,11,4,5
2011-09-30,Azerbaijan,10,2,
2011-09-30,Bahrain,14,31,
2011-09-30,Bangladesh,144,110,42
2011-09-30,Belarus,6,5,3
2011-09-30,Belize,4,,
2011-09-30,Bhutan,5,5,4
2011-09-30,Bolivia,9,4,6
2011-09-30,Bosnia and Herzegovina,6,1,12
2011-09-30,Botswana,6,,6
2011-09-30,Brazil,6,9,
2011-09-30,British overseas citizens,6,1,4
2011-09-30,Burkina,3,,
2011-09-30,Burma,46,33,2
2011-09-30,Burundi,2,2,4
2011-09-30,Cameroon,29,20,22
2011-09-30,Canada,1,2,
2011-09-30,Chad,4,5,
2011-09-30,Chile,1,,
2011-09-30,China,411,164,293
2011-09-30,Colombia,11,,6
2011-09-30,Congo,12,10,4
2011-09-30,Congo (Democratic Republic),108,56,54
2011-09-30,Cuba,1,,1
2011-09-30,Djibouti,2,,
2011-09-30,Ecuador,1,2,4
2011-09-30,Egypt,58,56,12
2011-09-30,Eritrea,139,153,220
2011-09-30,Ethiopia,34,23,23
2011-09-30,"Gambia, The",127,81,26
2011-09-30,Georgia,27,8,7
2011-09-30,Ghana,41,35,13
2011-09-30,Grenada,1,,
2011-09-30,Guinea,26,15,22
2011-09-30,Guinea-Bissau,2,3,
2011-09-30,Guyana,1,4,
2011-09-30,Haiti,1,,
2011-09-30,Honduras,9,1,
2011-09-30,India,105,94,77
2011-09-30,Iran,737,557,248
2011-09-30,Iraq,297,81,191
2011-09-30,Ireland,1,,
2011-09-30,Ivory Coast,59,26,16
2011-09-30,Jamaica,47,43,54
2011-09-30,Jordan,3,3,3
2011-09-30,Kazakhstan,3,,
2011-09-30,Kenya,59,19,24
2011-09-30,Korea (North),51,7,13
2011-09-30,Korea (South),1,,1
2011-09-30,Kosovo,8,9,6
2011-09-30,Kuwait,20,25,6
2011-09-30,Kyrgyzstan,5,7,1
2011-09-30,Lebanon,27,11,5
2011-09-30,Liberia,9,3,4
2011-09-30,Libya,405,231,13
2011-09-30,Macedonia,1,1,7
2011-09-30,Malawi,74,37,23
2011-09-30,Malaysia,10,11,3
2011-09-30,Mali,2,1,1
2011-09-30,Mauritius,20,10,6
2011-09-30,Mexico,4,,1
2011-09-30,Mongolia,23,5,4
2011-09-30,Morocco,18,18,9
2011-09-30,Mozambique,1,1,
2011-09-30,Namibia,3,2,1
2011-09-30,Nauru,3,,
2011-09-30,Nepal,10,5,1
2011-09-30,Nicaragua,2,,
2011-09-30,Niger,1,,
2011-09-30,Nigeria,388,203,129
2011-09-30,Occupied Palestinian Territories,77,33,35
2011-09-30,Other and unknown,1,2,1
2011-09-30,Pakistan,1307,660,194
2011-09-30,Philippines,7,2,
2011-09-30,Refugee,11,20,2
2011-09-30,Russia,43,31,14
2011-09-30,Rwanda,20,10,4
2011-09-30,Saudi Arabia,5,3,9
2011-09-30,Senegal,15,6,4
2011-09-30,Seychelles,2,,
2011-09-30,Sierra Leone,49,15,21
2011-09-30,Singapore,1,1,
2011-09-30,Somalia,176,108,145
2011-09-30,South Africa,32,16,17
2011-09-30,Sri Lanka,890,370,229
2011-09-30,Stateless,50,37,1
2011-09-30,Sudan,61,96,51
2011-09-30,Swaziland,2,1,1
2011-09-30,Syria,105,146,18
2011-09-30,Tajikistan,3,,1
2011-09-30,Tanzania,13,11,5
2011-09-30,Thailand,1,3,1
2011-09-30,Togo,1,4,2
2011-09-30,Trinidad and Tobago,11,2,1
2011-09-30,Tunisia,5,4,4
2011-09-30,Turkey,86,42,84
2011-09-30,Turkmenistan,1,,
2011-09-30,Uganda,89,46,42
2011-09-30,Ukraine,9,11,6
2011-09-30,United Arab Emirates,1,,1
2011-09-30,United States,5,3,4
2011-09-30,Uzbekistan,4,7,
2011-09-30,Venezuela,2,4,1
2011-09-30,Vietnam,44,91,50
2011-09-30,Western Sahara,1,,1
2011-09-30,Yemen,21,12,9
2011-09-30,Zambia,5,6,4
2011-09-30,Zimbabwe,699,92,156
2011-09-30,Anguilla (British),,1,
2011-09-30,Australia,,1,
2011-09-30,"Bahamas, The",,1,
2011-09-30,Benin,,1,2
2011-09-30,Cape Verde,,4,
2011-09-30,Equatorial Guinea,,1,
2011-09-30,Estonia,,1,
2011-09-30,Guatemala,,1,
2011-09-30,Indonesia,,12,
2011-09-30,Israel,,1,6
2011-09-30,Japan,,1,2
2011-09-30,Moldova,,2,2
2011-09-30,Netherlands,,1,1
2011-09-30,Oman,,1,
2011-09-30,Poland,,3,2
2011-09-30,Serbia,,3,1
2011-09-30,Spain,,1,
2011-09-30,St. Vincent and the Grenadines,,1,
2011-09-30,Bulgaria,,,3
2011-09-30,Croatia,,,1
2011-09-30,Czech Republic,,,2
2011-09-30,Former Yugoslavia,,,2
2011-09-30,France,,,2
2011-09-30,Hong Kong,,,1
2011-09-30,Italy,,,1
2011-09-30,Latvia,,,1
2011-09-30,Lithuania,,,1
2011-09-30,Mauritania,,,1
2011-09-30,Portugal,,,1
2011-09-30,Romania,,,4
2011-09-30,Taiwan,,,1
2011-12-31,Afghanistan,686,350,366
2011-12-31,Albania,65,160,14
2011-12-31,Algeria,68,69,59
2011-12-31,Angola,17,10,12
2011-12-31,Argentina,1,,
2011-12-31,Armenia,8,1,8
2011-12-31,Azerbaijan,13,4,
2011-12-31,Bahrain,11,14,5
2011-12-31,Bangladesh,123,160,46
2011-12-31,Barbados,1,1,
2011-12-31,Belarus,7,7,3
2011-12-31,Belize,4,1,
2011-12-31,Benin,3,,
2011-12-31,Bhutan,5,1,4
2011-12-31,Bolivia,6,7,6
2011-12-31,Bosnia and Herzegovina,6,2,12
2011-12-31,Botswana,7,2,4
2011-12-31,British overseas citizens,3,,4
2011-12-31,Burkina,3,,
2011-12-31,Burma,46,30,3
2011-12-31,Burundi,2,1,5
2011-12-31,Cameroon,38,34,18
2011-12-31,Canada,1,2,
2011-12-31,Chad,4,4,
2011-12-31,China,295,210,255
2011-12-31,Colombia,10,3,5
2011-12-31,Congo,6,11,5
2011-12-31,Congo (Democratic Republic),89,60,56
2011-12-31,Cuba,1,1,1
2011-12-31,Djibouti,1,,
2011-12-31,Egypt,74,70,5
2011-12-31,Eritrea,127,145,174
2011-12-31,Ethiopia,38,28,21
2011-12-31,"Gambia, The",116,91,40
2011-12-31,Georgia,29,7,7
2011-12-31,Ghana,40,43,15
2011-12-31,Grenada,1,1,
2011-12-31,Guatemala,1,,
2011-12-31,Guinea,31,15,23
2011-12-31,Haiti,2,,
2011-12-31,India,101,116,70
2011-12-31,Indonesia,1,5,8
2011-12-31,Iran,771,695,238
2011-12-31,Iraq,255,108,158
2011-12-31,Ireland,1,,
2011-12-31,Ivory Coast,61,27,17
2011-12-31,Jamaica,27,34,53
2011-12-31,Jordan,5,6,4
2011-12-31,Kazakhstan,3,,
2011-12-31,Kenya,47,28,19
2011-12-31,Korea (North),44,5,10
2011-12-31,Korea (South),1,1,1
2011-12-31,Kosovo,9,2,6
2011-12-31,Kuwait,21,20,3
2011-12-31,Kyrgyzstan,2,7,
2011-12-31,Lebanon,28,12,5
2011-12-31,Liberia,13,7,4
2011-12-31,Libya,258,152,48
2011-12-31,Macedonia,1,,7
2011-12-31,Malawi,62,52,25
2011-12-31,Malaysia,8,10,3
2011-12-31,Mali,4,2,1
2011-12-31,Mauritius,15,21,6
2011-12-31,Mexico,2,2,1
2011-12-31,Mongolia,14,15,4
2011-12-31,Morocco,20,17,12
2011-12-31,Namibia,3,5,1
2011-12-31,Nauru,3,,
2011-12-31,Nepal,10,3,2
2011-12-31,Nicaragua,2,,
2011-12-31,Niger,1,,
2011-12-31,Nigeria,358,230,162
2011-12-31,Occupied Palestinian Territories,65,42,38
2011-12-31,Oman,2,,
2011-12-31,Other and unknown,1,2,1
2011-12-31,Pakistan,1430,872,228
2011-12-31,Poland,1,2,3
2011-12-31,Refugee,8,10,2
2011-12-31,Russia,35,43,15
2011-12-31,Rwanda,22,10,6
2011-12-31,Saudi Arabia,3,3,8
2011-12-31,Senegal,10,9,6
2011-12-31,Seychelles,2,,
2011-12-31,Sierra Leone,39,26,20
2011-12-31,Singapore,1,,
2011-12-31,Somalia,161,136,127
2011-12-31,South Africa,28,10,16
2011-12-31,Sri Lanka,904,468,239
2011-12-31,St. Lucia,1,1,
2011-12-31,Stateless,57,71,3
2011-12-31,Sudan,71,148,40
2011-12-31,Swaziland,1,1,1
2011-12-31,Syria,143,172,24
2011-12-31,Tajikistan,2,,1
2011-12-31,Tanzania,21,8,5
2011-12-31,Thailand,1,2,3
2011-12-31,Togo,1,1,6
2011-12-31,Trinidad and Tobago,12,6,1
2011-12-31,Tunisia,5,5,4
2011-12-31,Turkey,83,61,85
2011-12-31,Turkmenistan,1,3,
2011-12-31,Uganda,82,78,46
2011-12-31,Ukraine,11,22,6
2011-12-31,United Arab Emirates,1,,1
2011-12-31,United States,1,7,4
2011-12-31,Uzbekistan,3,7,3
2011-12-31,Venezuela,10,,
2011-12-31,Vietnam,43,92,50
2011-12-31,Western Sahara,1,,1
2011-12-31,Yemen,26,13,9
2011-12-31,Zambia,10,7,4
2011-12-31,Zimbabwe,611,113,145
2011-12-31,"Bahamas, The",,1,
2011-12-31,Brazil,,21,
2011-12-31,Croatia,,5,1
2011-12-31,Dominican Republic,,1,
2011-12-31,Equatorial Guinea,,1,
2011-12-31,Guinea-Bissau,,2,1
2011-12-31,Guyana,,5,
2011-12-31,Honduras,,1,
2011-12-31,Israel,,1,6
2011-12-31,Lithuania,,1,1
2011-12-31,Mauritania,,1,
2011-12-31,Moldova,,1,1
2011-12-31,Mozambique,,1,
2011-12-31,Netherlands,,1,
2011-12-31,Peru,,1,
2011-12-31,Philippines,,1,
2011-12-31,Serbia,,2,2
2011-12-31,Anguilla (British),,,1
2011-12-31,Bulgaria,,,3
2011-12-31,Cape Verde,,,4
2011-12-31,Czech Republic,,,2
2011-12-31,Ecuador,,,1
2011-12-31,Estonia,,,1
2011-12-31,Former Yugoslavia,,,2
2011-12-31,France,,,1
2011-12-31,Hong Kong,,,1
2011-12-31,Italy,,,1
2011-12-31,Japan,,,2
2011-12-31,Latvia,,,1
2011-12-31,Portugal,,,1
2011-12-31,Romania,,,4
2012-03-31,Afghanistan,526,252,373
2012-03-31,Albania,84,165,43
2012-03-31,Algeria,76,62,67
2012-03-31,Angola,13,12,13
2012-03-31,Armenia,9,2,8
2012-03-31,Azerbaijan,11,,
2012-03-31,Bahrain,9,16,7
2012-03-31,Bangladesh,148,213,63
2012-03-31,Barbados,2,,
2012-03-31,Belarus,7,3,3
2012-03-31,Benin,2,1,
2012-03-31,Bhutan,5,1,3
2012-03-31,Bolivia,10,4,6
2012-03-31,Bosnia and Herzegovina,2,1,8
2012-03-31,Botswana,4,4,4
2012-03-31,Brazil,3,11,8
2012-03-31,British overseas citizens,2,,3
2012-03-31,Burkina,3,4,
2012-03-31,Burma,31,8,2
2012-03-31,Burundi,2,,5
2012-03-31,Cameroon,34,18,22
2012-03-31,Canada,2,2,
2012-03-31,Chad,5,1,2
2012-03-31,China,245,192,202
2012-03-31,Colombia,6,6,5
2012-03-31,Congo,6,7,10
2012-03-31,Congo (Democratic Republic),82,70,66
2012-03-31,Croatia,1,4,1
2012-03-31,Cuba,4,2,1
2012-03-31,Egypt,86,37,17
2012-03-31,Eritrea,98,95,169
2012-03-31,Ethiopia,33,15,22
2012-03-31,"Gambia, The",90,72,53
2012-03-31,Georgia,20,5,6
2012-03-31,Ghana,46,26,23
2012-03-31,Grenada,1,2,
2012-03-31,Guatemala,1,,
2012-03-31,Guinea,30,15,15
2012-03-31,Guyana,1,,4
2012-03-31,Haiti,1,,
2012-03-31,India,76,167,85
2012-03-31,Iran,710,512,286
2012-03-31,Iraq,203,102,144
2012-03-31,Ireland,1,,
2012-03-31,Ivory Coast,29,23,20
2012-03-31,Jamaica,29,31,45
2012-03-31,Japan,1,,1
2012-03-31,Jordan,12,5,3
2012-03-31,Kazakhstan,1,2,
2012-03-31,Kenya,44,27,17
2012-03-31,Korea (North),33,5,7
2012-03-31,Korea (South),1,,1
2012-03-31,Kosovo,8,9,4
2012-03-31,Kuwait,17,13,9
2012-03-31,Kyrgyzstan,4,,7
2012-03-31,Lebanon,24,5,5
2012-03-31,Liberia,8,4,3
2012-03-31,Libya,190,91,63
2012-03-31,Malawi,62,47,34
2012-03-31,Malaysia,8,18,3
2012-03-31,Mali,4,3,1
2012-03-31,Mauritania,2,2,
2012-03-31,Mauritius,10,25,4
2012-03-31,Mexico,1,2,1
2012-03-31,Mongolia,11,21,6
2012-03-31,Morocco,14,13,12
2012-03-31,Namibia,4,4,2
2012-03-31,Nepal,7,5,1
2012-03-31,Niger,1,,
2012-03-31,Nigeria,320,231,183
2012-03-31,Occupied Palestinian Territories,68,32,41
2012-03-31,Oman,1,,
2012-03-31,Pakistan,1347,778,337
2012-03-31,Philippines,2,1,
2012-03-31,Poland,2,3,1
2012-03-31,Refugee,7,,2
2012-03-31,Russia,46,36,15
2012-03-31,Rwanda,12,12,6
2012-03-31,Saudi Arabia,2,4,8
2012-03-31,Senegal,12,7,8
2012-03-31,Sierra Leone,37,17,24
2012-03-31,Singapore,1,,
2012-03-31,Somalia,118,123,134
2012-03-31,South Africa,18,17,18
2012-03-31,Sri Lanka,764,402,298
2012-03-31,St. Lucia,1,4,
2012-03-31,St. Vincent and the Grenadines,1,,
2012-03-31,Stateless,50,28,10
2012-03-31,Sudan,74,120,41
2012-03-31,Swaziland,1,,1
2012-03-31,Syria,131,108,55
2012-03-31,Tanzania,14,12,5
2012-03-31,Togo,2,1,4
2012-03-31,Trinidad and Tobago,8,9,1
2012-03-31,Tunisia,5,10,4
2012-03-31,Turkey,84,51,79
2012-03-31,Turkmenistan,2,,
2012-03-31,Uganda,89,54,44
2012-03-31,Ukraine,13,7,10
2012-03-31,United Arab Emirates,1,,1
2012-03-31,United States,1,5,4
2012-03-31,Uzbekistan,4,7,4
2012-03-31,Venezuela,3,,
2012-03-31,Vietnam,41,93,72
2012-03-31,Western Sahara,2,,1
2012-03-31,Yemen,15,15,9
2012-03-31,Zambia,7,10,4
2012-03-31,Zimbabwe,417,84,130
2012-03-31,Argentina,,2,
2012-03-31,Australia,,1,
2012-03-31,"Bahamas, The",,1,1
2012-03-31,Belize,,1,
2012-03-31,Bulgaria,,3,3
2012-03-31,Djibouti,,1,
2012-03-31,Fiji,,1,
2012-03-31,Guinea-Bissau,,2,1
2012-03-31,Honduras,,13,1
2012-03-31,Hong Kong,,2,1
2012-03-31,Indonesia,,1,10
2012-03-31,Israel,,2,6
2012-03-31,Lesotho,,1,
2012-03-31,Lithuania,,1,
2012-03-31,Maldives,,3,
2012-03-31,Moldova,,1,1
2012-03-31,Norway,,1,
2012-03-31,Other and unknown,,1,1
2012-03-31,Romania,,1,5
2012-03-31,Serbia,,2,2
2012-03-31,Slovakia,,1,
2012-03-31,Sudan (South),,2,
2012-03-31,Thailand,,1,3
2012-03-31,Anguilla (British),,,1
2012-03-31,Cape Verde,,,4
2012-03-31,Czech Republic,,,2
2012-03-31,Equatorial Guinea,,,1
2012-03-31,Estonia,,,1
2012-03-31,Former Yugoslavia,,,2
2012-03-31,France,,,1
2012-03-31,Italy,,,1
2012-03-31,Latvia,,,1
2012-03-31,Macedonia,,,5
2012-03-31,Mozambique,,,1
2012-03-31,Portugal,,,1
2012-03-31,Tajikistan,,,1
2012-06-30,Afghanistan,490,245,405
2012-06-30,Albania,98,179,82
2012-06-30,Algeria,52,56,72
2012-06-30,Angola,14,8,14
2012-06-30,Antigua and Barbuda,1,,
2012-06-30,Armenia,10,1,7
2012-06-30,Azerbaijan,12,,
2012-06-30,"Bahamas, The",1,,1
2012-06-30,Bahrain,15,9,9
2012-06-30,Bangladesh,158,198,94
2012-06-30,Belarus,3,5,4
2012-06-30,Benin,2,,
2012-06-30,Bhutan,2,1,3
2012-06-30,Bosnia and Herzegovina,2,4,9
2012-06-30,Botswana,9,2,3
2012-06-30,Brazil,3,3,13
2012-06-30,British overseas citizens,2,,2
2012-06-30,Burkina,1,4,
2012-06-30,Burma,32,6,3
2012-06-30,Burundi,1,,4
2012-06-30,Cameroon,33,20,23
2012-06-30,Canada,1,3,
2012-06-30,Chad,3,2,2
2012-06-30,China,248,187,238
2012-06-30,Colombia,6,3,7
2012-06-30,Congo,12,9,10
2012-06-30,Congo (Democratic Republic),98,57,68
2012-06-30,Cuba,1,1,1
2012-06-30,Egypt,65,32,18
2012-06-30,Eritrea,64,97,180
2012-06-30,Ethiopia,40,21,27
2012-06-30,Fiji,1,,
2012-06-30,"Gambia, The",98,100,63
2012-06-30,Georgia,12,6,5
2012-06-30,Ghana,48,26,29
2012-06-30,Grenada,1,2,
2012-06-30,Guinea,25,21,15
2012-06-30,Haiti,2,,
2012-06-30,India,76,210,99
2012-06-30,Iran,649,482,394
2012-06-30,Iraq,189,101,163
2012-06-30,Ivory Coast,22,12,25
2012-06-30,Jamaica,30,23,45
2012-06-30,Japan,1,,1
2012-06-30,Jordan,7,6,5
2012-06-30,Kenya,37,29,26
2012-06-30,Korea (North),25,3,11
2012-06-30,Korea (South),1,5,1
2012-06-30,Kosovo,13,10,5
2012-06-30,Kuwait,23,23,11
2012-06-30,Kyrgyzstan,5,,7
2012-06-30,Lebanon,17,5,4
2012-06-30,Liberia,5,2,4
2012-06-30,Libya,116,87,94
2012-06-30,Malawi,45,22,40
2012-06-30,Malaysia,11,7,7
2012-06-30,Mali,1,2,2
2012-06-30,Mauritania,2,,
2012-06-30,Mauritius,19,18,7
2012-06-30,Mexico,2,1,2
2012-06-30,Moldova,1,1,1
2012-06-30,Mongolia,11,14,18
2012-06-30,Morocco,8,9,16
2012-06-30,Namibia,11,1,4
2012-06-30,Nepal,10,4,2
2012-06-30,Nigeria,327,271,214
2012-06-30,Occupied Palestinian Territories,54,41,44
2012-06-30,Pakistan,1399,703,481
2012-06-30,Philippines,3,2,
2012-06-30,Refugee,6,1,2
2012-06-30,Russia,36,34,21
2012-06-30,Rwanda,10,5,12
2012-06-30,Saudi Arabia,2,2,1
2012-06-30,Senegal,11,7,8
2012-06-30,Serbia,3,,1
2012-06-30,Sierra Leone,33,23,26
2012-06-30,Singapore,1,,
2012-06-30,Somalia,117,128,148
2012-06-30,South Africa,25,19,18
2012-06-30,Sri Lanka,724,459,392
2012-06-30,Stateless,38,50,18
2012-06-30,Sudan,62,129,63
2012-06-30,Swaziland,1,,
2012-06-30,Syria,84,123,72
2012-06-30,Tanzania,11,4,12
2012-06-30,Thailand,1,,3
2012-06-30,Togo,1,1,5
2012-06-30,Trinidad and Tobago,5,6,3
2012-06-30,Tunisia,3,7,5
2012-06-30,Turkey,69,55,93
2012-06-30,Uganda,79,52,60
2012-06-30,Ukraine,4,11,12
2012-06-30,United Arab Emirates,1,,1
2012-06-30,United States,3,5,4
2012-06-30,Uzbekistan,4,2,5
2012-06-30,Venezuela,5,1,
2012-06-30,Vietnam,41,92,79
2012-06-30,Western Sahara,1,,1
2012-06-30,Yemen,7,16,14
2012-06-30,Zambia,3,3,8
2012-06-30,Zimbabwe,384,70,125
2012-06-30,Argentina,,1,
2012-06-30,Bolivia,,1,10
2012-06-30,Bulgaria,,4,3
2012-06-30,Djibouti,,1,
2012-06-30,Dominica,,2,
2012-06-30,Former Yugoslavia,,4,3
2012-06-30,Guinea-Bissau,,2,1
2012-06-30,Guyana,,1,4
2012-06-30,Honduras,,6,1
2012-06-30,Hong Kong,,2,1
2012-06-30,Hungary,,1,
2012-06-30,Indonesia,,1,12
2012-06-30,Kazakhstan,,2,
2012-06-30,Lesotho,,1,
2012-06-30,Lithuania,,1,
2012-06-30,Macedonia,,2,5
2012-06-30,Maldives,,1,
2012-06-30,Niger,,1,
2012-06-30,Other and unknown,,1,2
2012-06-30,Poland,,10,3
2012-06-30,Romania,,1,4
2012-06-30,St. Kitts and Nevis,,1,
2012-06-30,St. Lucia,,1,1
2012-06-30,Taiwan,,1,
2012-06-30,Belize,,,1
2012-06-30,Cape Verde,,,4
2012-06-30,Croatia,,,5
2012-06-30,Czech Republic,,,2
2012-06-30,France,,,1
2012-06-30,Ireland,,,1
2012-06-30,Israel,,,7
2012-06-30,Italy,,,1
2012-06-30,Latvia,,,1
2012-06-30,Mozambique,,,1
2012-06-30,Portugal,,,1
2012-06-30,Tajikistan,,,1
2012-09-30,Afghanistan,494,345,409
2012-09-30,Albania,108,259,114
2012-09-30,Algeria,44,60,75
2012-09-30,Angola,14,12,18
2012-09-30,Argentina,1,,1
2012-09-30,Armenia,13,7,4
2012-09-30,Azerbaijan,13,,
2012-09-30,Bahrain,7,16,16
2012-09-30,Bangladesh,148,209,123
2012-09-30,Belarus,3,4,5
2012-09-30,Bhutan,1,1,4
2012-09-30,Bosnia and Herzegovina,3,3,8
2012-09-30,Botswana,3,3,1
2012-09-30,British overseas citizens,1,,2
2012-09-30,Burkina,1,1,4
2012-09-30,Burma,31,13,4
2012-09-30,Cameroon,26,25,30
2012-09-30,Central African Republic,2,2,
2012-09-30,Chad,3,2,1
2012-09-30,China,273,202,270
2012-09-30,Colombia,6,4,9
2012-09-30,Congo,8,14,9
2012-09-30,Congo (Democratic Republic),99,54,79
2012-09-30,Cuba,1,,1
2012-09-30,Egypt,50,36,29
2012-09-30,El Salvador,3,,
2012-09-30,Eritrea,86,158,160
2012-09-30,Ethiopia,33,29,27
2012-09-30,"Gambia, The",108,103,76
2012-09-30,Georgia,15,6,8
2012-09-30,Ghana,45,39,32
2012-09-30,Grenada,1,,2
2012-09-30,Guinea,28,8,22
2012-09-30,Guyana,1,1,4
2012-09-30,Haiti,2,,
2012-09-30,Honduras,13,,1
2012-09-30,Hong Kong,2,,1
2012-09-30,India,81,305,128
2012-09-30,Iran,567,586,431
2012-09-30,Iraq,188,110,173
2012-09-30,Ivory Coast,22,14,24
2012-09-30,Jamaica,21,27,44
2012-09-30,Jordan,5,8,4
2012-09-30,Kenya,29,30,41
2012-09-30,Korea (North),42,13,11
2012-09-30,Korea (South),6,1,1
2012-09-30,Kosovo,10,13,9
2012-09-30,Kuwait,16,15,11
2012-09-30,Kyrgyzstan,2,2,4
2012-09-30,Lebanon,27,19,4
2012-09-30,Liberia,6,4,7
2012-09-30,Libya,118,112,107
2012-09-30,Lithuania,1,,
2012-09-30,Macedonia,1,3,5
2012-09-30,Madagascar,1,,
2012-09-30,Malawi,43,26,47
2012-09-30,Malaysia,5,9,5
2012-09-30,Mali,4,,3
2012-09-30,Mauritius,14,11,18
2012-09-30,Mexico,2,1,2
2012-09-30,Moldova,4,,2
2012-09-30,Mongolia,18,11,20
2012-09-30,Morocco,13,18,16
2012-09-30,Namibia,4,,3
2012-09-30,Nepal,9,10,3
2012-09-30,Nigeria,358,349,233
2012-09-30,Occupied Palestinian Territories,58,51,50
2012-09-30,Pakistan,1271,880,621
2012-09-30,Philippines,11,3,
2012-09-30,Poland,1,23,2
2012-09-30,Refugee,4,3,2
2012-09-30,Romania,1,3,3
2012-09-30,Russia,38,50,25
2012-09-30,Rwanda,9,5,13
2012-09-30,Saudi Arabia,1,4,
2012-09-30,Senegal,9,7,8
2012-09-30,Serbia,1,,1
2012-09-30,Sierra Leone,47,46,29
2012-09-30,Singapore,1,,
2012-09-30,Somalia,105,165,144
2012-09-30,South Africa,11,23,17
2012-09-30,Sri Lanka,788,501,451
2012-09-30,St. Kitts and Nevis,1,1,
2012-09-30,Stateless,21,28,18
2012-09-30,Sudan,60,131,65
2012-09-30,Swaziland,1,1,
2012-09-30,Syria,89,257,47
2012-09-30,Taiwan,1,,
2012-09-30,Tanzania,9,6,15
2012-09-30,Togo,3,1,4
2012-09-30,Trinidad and Tobago,6,2,8
2012-09-30,Tunisia,4,7,6
2012-09-30,Turkey,69,74,98
2012-09-30,Turkmenistan,1,,
2012-09-30,Uganda,74,63,56
2012-09-30,Ukraine,9,8,12
2012-09-30,United States,3,7,6
2012-09-30,Uzbekistan,4,7,4
2012-09-30,Venezuela,5,1,
2012-09-30,Vietnam,38,95,95
2012-09-30,Western Sahara,1,2,1
2012-09-30,Yemen,18,19,14
2012-09-30,Zambia,4,4,10
2012-09-30,Zimbabwe,296,120,145
2012-09-30,Bolivia,,3,10
2012-09-30,Brazil,,2,12
2012-09-30,Bulgaria,,9,6
2012-09-30,Burundi,,1,5
2012-09-30,Canada,,1,2
2012-09-30,Comoros,,3,
2012-09-30,Dominica,,1,
2012-09-30,Estonia,,1,
2012-09-30,Former Yugoslavia,,4,3
2012-09-30,Gabon,,1,
2012-09-30,Hungary,,2,
2012-09-30,Indonesia,,1,12
2012-09-30,Israel,,2,1
2012-09-30,Latvia,,1,1
2012-09-30,Mauritania,,1,
2012-09-30,Mozambique,,3,1
2012-09-30,Niger,,1,
2012-09-30,Other and unknown,,6,2
2012-09-30,Slovakia,,2,
2012-09-30,St. Lucia,,1,2
2012-09-30,St. Vincent and the Grenadines,,1,
2012-09-30,"Bahamas, The",,,1
2012-09-30,Cape Verde,,,4
2012-09-30,Croatia,,,5
2012-09-30,Czech Republic,,,2
2012-09-30,Djibouti,,,1
2012-09-30,Guinea-Bissau,,,1
2012-09-30,Italy,,,1
2012-09-30,Japan,,,1
2012-09-30,Kazakhstan,,,2
2012-09-30,Portugal,,,1
2012-09-30,Tajikistan,,,1
2012-09-30,Thailand,,,3
2012-09-30,United Arab Emirates,,,1
2012-12-31,Afghanistan,447,375,440
2012-12-31,Albania,134,389,173
2012-12-31,Algeria,56,90,82
2012-12-31,Angola,25,7,16
2012-12-31,Argentina,1,,1
2012-12-31,Armenia,8,7,5
2012-12-31,Azerbaijan,6,12,2
2012-12-31,Bahrain,8,9,12
2012-12-31,Bangladesh,155,239,168
2012-12-31,Barbados,1,,
2012-12-31,Belarus,5,10,3
2012-12-31,Bhutan,1,2,4
2012-12-31,Bosnia and Herzegovina,2,,11
2012-12-31,Botswana,3,6,1
2012-12-31,British overseas citizens,2,3,1
2012-12-31,Burkina,1,2,4
2012-12-31,Burma,33,17,5
2012-12-31,Burundi,1,4,8
2012-12-31,Cameroon,28,38,35
2012-12-31,Central African Republic,3,1,
2012-12-31,Chad,6,3,1
2012-12-31,China,250,230,310
2012-12-31,Colombia,8,5,6
2012-12-31,Congo,8,15,11
2012-12-31,Congo (Democratic Republic),82,63,90
2012-12-31,Cuba,7,,2
2012-12-31,Dominica,3,,
2012-12-31,Egypt,55,57,38
2012-12-31,El Salvador,5,3,
2012-12-31,Eritrea,58,153,164
2012-12-31,Ethiopia,40,41,31
2012-12-31,Former Yugoslavia,1,1,2
2012-12-31,Gabon,1,,
2012-12-31,"Gambia, The",109,100,77
2012-12-31,Georgia,14,8,5
2012-12-31,Ghana,42,48,42
2012-12-31,Greece,4,,
2012-12-31,Grenada,1,1,2
2012-12-31,Guinea,23,17,23
2012-12-31,Haiti,1,,
2012-12-31,Honduras,13,,1
2012-12-31,Hong Kong,1,1,
2012-12-31,India,85,275,202
2012-12-31,Iran,650,785,525
2012-12-31,Iraq,175,124,188
2012-12-31,Israel,2,,1
2012-12-31,Ivory Coast,20,27,27
2012-12-31,Jamaica,19,37,48
2012-12-31,Jordan,4,5,9
2012-12-31,Kenya,34,22,38
2012-12-31,Korea (North),23,8,9
2012-12-31,Korea (South),7,4,1
2012-12-31,Kosovo,11,4,15
2012-12-31,Kuwait,16,13,9
2012-12-31,Kyrgyzstan,1,2,4
2012-12-31,Lebanon,21,40,6
2012-12-31,Liberia,3,3,8
2012-12-31,Libya,109,107,134
2012-12-31,Lithuania,1,4,
2012-12-31,Macedonia,2,1,5
2012-12-31,Malawi,38,45,46
2012-12-31,Malaysia,7,4,8
2012-12-31,Mali,2,6,3
2012-12-31,Mauritius,13,21,17
